reviewId,review,score,gender,location,date
gen_094aa9ad,The app needs to improve how it remembers where you left off in your library after an update,3,female,"Adelaide, Australia",2019-04-25
gen_faf8f51c,"Although I like the new features, there's still a lot of work to be done, especially with fixing bugs on PC",3,male,"Santa Cruz, Bolivia",2018-06-01
gen_795b1fdc,"Overall, it's a good app but could use some tweaks here and there",3,male,"Prague, Czech Republic",2015-08-06
gen_3ed27e57,"Unfortunately, the recent update has made me reconsider using this app for music discovery",3,male,"Denver, United States",2018-04-29
gen_305fc266,It's annoying that I have to restart my listening session from scratch after an update,3,male,"Toronto, Canada",2017-10-09
gen_18afd7b5,One thing that really gets on my nerves is the time-wasting bug on PC that needs to be fixed ASAP,3,female,"Sydney, Australia",2019-11-16
gen_b4741114,"I've been a fan of this app, but the new update has soured me a bit",3,male,"Addis Ababa, Ethiopia",2016-12-27
gen_7413e5d4,"It's frustrating when you're enjoying an app and then it breaks some of its core features, like remembering where you left off",3,male,"Cancun, Mexico",2017-12-15
gen_1efe60f1,Here are the paraphrased comments:,3,female,"Wellington, New Zealand",2019-09-19
gen_02469b73,"I'm really disappointed with Spotify's approach, they're pushing me to upgrade to premium and it's not even a fair deal since they lied about offering it free for 3 months",3,male,"Córdoba, Argentina",2018-10-23
gen_c4099a28,Let's make a change and switch to alternative music streaming services instead of supporting Spotify's greediness by paying ₹119/month for their plan. We have better options available,3,male,"Algiers, Algeria",2016-12-27
gen_89cd71d4,"It's outrageous that good content is being restricted behind paywalls, including something as simple as choosing the order of your songs without having to pay extra. The current system is unfair and annoying",3,male,"Osaka, Japan",2016-01-16
gen_feea7a08,"While I appreciate the 30 minutes of ad-free listening, Spotify's constant push for premium upgrades can be really frustrating. Their mobile app is also pretty bad",3,male,"Nairobi, Kenya",2017-04-29
gen_3a022441,"I'm frustrated that after a while we're forced to upgrade to premium just to have basic control over our music, it's not right",3,male,"Taipei, Taiwan",2016-02-06
gen_bb85d4e8,"It feels like Spotify is nickel-and-diming us with their paywall restrictions, including something as simple as choosing the order of your songs. It's getting really annoying",3,male,"Johannesburg, South Africa",2017-03-13
gen_a1441e27,I dislike how Spotify constantly asks for premium upgrades and doesn't give users much freedom to choose what they want without paying extra,3,male,"Dallas, United States",2017-07-25
gen_ca617fdd,"The fact that we can no longer choose our own songs after a while is really frustrating, it feels like Spotify is trying to force us into upgrading to their paid plan",3,female,"Brisbane, Australia",2019-08-28
gen_c41376f8,"It's sad that Spotify has become so greedy, pushing users to pay for premium and restricting basic features behind a paywall",3,male,"Accra, Ghana",2016-11-07
gen_e8bd7236,Here are the paraphrased comments:,3,male,"Jerusalem, Israel",2016-03-31
gen_01d2119f,"A haven for music enthusiasts, perfect!",3,male,"Montreal, Canada",2017-09-25
gen_674c404e,"The free version is severely limited by skip restrictions and relentless ads, making it nearly unusable",3,male,"Osaka, Japan",2016-07-12
gen_1a360b6b,It's astonishing how stingy this app can be - I'd stick with YouTube or Apple Music instead. Spotify: a prime example of penny-pinching at its worst,3,male,"Edinburgh, United Kingdom",2015-11-07
gen_4eef4e0a,"Frustratingly, the lyrics view function keeps sending me back to the main page every time!",3,female,"Gold Coast, Australia",2019-06-14
gen_2298cc0c,This is pleasant,3,female,"Christchurch, New Zealand",2019-05-26
gen_d3933fff,Here are the paraphrased comments:,3,male,"São Paulo, Brazil",2018-09-21
gen_65830d3f,Yt music is definitely more appealing,3,male,"Tijuana, Mexico",2018-03-14
gen_9187f9dd,The watch app takes too long to load up,3,male,"Dublin, Ireland",2014-12-27
gen_db9cd6f0,"It has some great songs and features, but being offline-capable would take it to a whole new level; if that were possible, I'd consider giving it 5 stars",3,male,"Kumasi, Ghana",2016-10-15
gen_5eb45363,A pleasant app experience,3,male,"Washington DC, United States",2017-09-05
gen_c77137ee,"While Spotify's free version is decent, things get more enjoyable with the premium subscription",3,male,"Dublin, Ireland",2015-06-19
gen_f1ea9b3b,Here are the paraphrased comments:,3,male,"Houston, United States",2017-08-04
gen_a8e3ebd9,"* It's decent with the premium version, but you're stuck with ads otherwise 😅",3,female,"Wellington, New Zealand",2019-08-25
gen_0ee99474,* Está funcionando correctamente hasta el momento,3,male,"Cape Town, South Africa",2017-06-17
gen_5ac6ba0b,* I'd appreciate it if you could add more sleep timer options beyond one hour – a customizable timer would be awesome,3,male,"Jacksonville, United States",2017-11-06
gen_d09364c2,* Advertisements appear right after every other song 💔,3,male,"Salvador, Brazil",2018-06-27
gen_a6c79596,* I still need to try it out myself,3,male,"Dublin, Ireland",2015-06-19
gen_cd2c42ca,Here are the paraphrased comments:,3,male,"Budapest, Hungary",2015-11-14
gen_b1f4cccd,"* I thoroughly enjoy using this app, thanks for creating such a great experience 🤍❣️",3,male,"Dallas, United States",2017-07-20
gen_adb78f14,"* Would you mind removing the excessive ads, they're really overwhelming on your platform?",3,male,"Calgary, Canada",2018-01-02
gen_1efa8f56,"* I'm getting frustrated because I want to play songs in order or not shuffle, is that even a premium feature now? It was fine before but now it's annoying me",3,male,"San Francisco, United States",2017-09-29
gen_64b03053,"* As someone who uses the free version, I get why there are ads, but lately, the frequency and length have become unbearable",3,male,"Jerusalem, Israel",2016-02-07
gen_aa9df7de,"* Unfortunately, the app doesn't always take me directly to the song I want to listen to",3,male,"Nairobi, Kenya",2017-05-11
gen_251f75c2,Here are the paraphrased comments:,3,male,"Dakar, Senegal",2017-05-13
gen_2fc555b5,"It's a good app, but adding lots of songs to a playlist can be a bit tedious",3,male,"Buenos Aires, Argentina",2018-12-02
gen_1e0bc6a7,"The premium version offers a lot of freedom with music, but it's pricey for those who can't afford it",3,male,"Salvador, Brazil",2018-07-18
gen_a6eb05b5,Ads are overwhelming and take over the experience,3,male,"Rosario, Argentina",2018-06-14
gen_1796a46d,"Spotify is similar, but this platform has some limitations when trying to play specific songs",3,male,"Denver, United States",2017-09-22
gen_ec6a5f59,"I wish you could block ads entirely, as they're currently very intrusive",3,male,"Dublin, Ireland",2014-12-27
gen_16c079ed,Here are the paraphrased comments:,3,male,"Hanoi, Vietnam",2016-01-18
gen_51beb84d,"We should definitely consider incorporating a feature that allows users to remix two songs and play them at parties, just like a DJ",3,male,"Washington DC, United States",2018-04-25
gen_adde1e03,"Lately, I've noticed an issue with the app where minimizing or moving it can cause your Playlist to scroll to the top when you're near the bottom",3,male,"Harare, Zimbabwe",2016-10-24
gen_06c63d65,"While some updates are welcome, others can be frustratingly dull, especially those that involve changing navigation",3,male,"Casablanca, Morocco",2016-11-07
gen_b90d12b5,"When trying to access certain Playlists, I've encountered a problem where it takes too long to load and I'm stuck in a loop",3,male,"Windhoek, Namibia",2017-04-04
gen_f2ea95ef,My go-to tunes,3,male,"Rio de Janeiro, Brazil",2018-11-03
gen_6201b646,Here are 10 paraphrases of the original comments with the same sentiment:,3,male,"Washington DC, United States",2017-10-26
gen_cf8eac00,It would be great if songs played uninterrupted,3,male,"Helsinki, Finland",2015-10-20
gen_14f0064b,"I adore Spotify, but there's one thing that bothers me: when I play a song, it often starts another unrelated track instead of what I wanted to listen to",3,male,"Prague, Czech Republic",2015-09-28
gen_0cf39c3e,"The lyrics feature has stopped working for some reason, and I'm not sure why you made this change",3,male,"Harare, Zimbabwe",2016-10-24
gen_99ed5f2b,You should definitely give this a try!,3,female,"Córdoba, Argentina",2019-01-10
gen_2cc5d250,"One feature that's missing is the ability to choose the order of songs without having to pay for premium; otherwise, it's a great app",3,male,"Washington DC, United States",2017-10-28
gen_35646084,It would be awesome if Spotify allowed users to pick their own playlist order without requiring a premium subscription,3,male,"Alexandria, Egypt",2017-04-25
gen_347e7711,"I'm a bit let down because when I play a song on Spotify, it often starts something else that's not what I wanted to listen to",3,male,"Tunis, Tunisia",2017-05-25
gen_029723e3,The lyrics function has stopped working for some reason,3,male,"Medellín, Colombia",2018-10-05
gen_1c0fb3ae,I think you should give this a try!,3,male,"San Diego, United States",2017-09-03
gen_b30b8185,Here are the paraphrased comments:,3,male,"Lusaka, Zambia",2016-11-18
gen_c10215e2,"This app has its strengths, but the premium aspect holds it back for me. I've actually switched to jio savan because it's superior, and I wish they wouldn't limit our song selection",3,female,"Queenstown, New Zealand",2019-06-07
gen_143d465a,"I used to love this app, but when they got rid of their sound engineers, the content became stale. If you enjoy hearing the same old radio hits, then it might still be for you, though it's not my cup of tea",3,male,"Oslo, Norway",2015-08-09
gen_c0d418fb,"The main issue with this app is that it's constantly increasing its prices and bombarding us with ads. There are now twice as many ads as before, which is a major turn-off",3,male,"São Paulo, Brazil",2018-11-02
gen_496a3156,One thing that really bothers me about this app is the lack of undo when you accidentally remove a song from your liked list. Creating new lists from there can be quite time-consuming too,3,male,"Lusaka, Zambia",2017-06-17
gen_9095676e,"Overall, I'd say it's an average app",3,female,"Hobart, Australia",2019-11-02
gen_d0c60dc6,Here are the paraphrased comments:,3,male,"Cancun, Mexico",2017-12-14
gen_b7d5a841,"* The premium features aren't always accessible to me, which is really frustrating - the ""shuffle"" feature in particular seems to be hit or miss",3,male,"Caracas, Venezuela",2018-08-15
gen_ca4a78bc,* Ads are getting in the way of my experience,3,male,"Casablanca, Morocco",2016-10-21
gen_8fdf454a,* I'm confused by this new update - can someone please explain how to listen to full songs like I used to?,3,male,"Brussels, Belgium",2015-11-05
gen_484930b9,"* Now that Spotify has made shuffle a premium feature, it feels like there's no point in creating playlists with your own selected music if random songs will be added anyway",3,male,"Marseille, France",2015-10-03
gen_cf85c438,"* Making shuffle premium just doesn't sit right with me, especially when you consider the simplicity of a basic ""shuffle"" button",3,female,"Suva, Fiji",2019-09-01
gen_dd9cbd4a,* Ads are overwhelming and making it hard for me to enjoy this service,3,male,"Riyadh, Saudi Arabia",2016-02-07
gen_d4e61a66,* The new update has some major issues - can we go back to how things were before?,3,male,"Casablanca, Morocco",2016-10-18
gen_2fe970db,* It's really disappointing that I'm still seeing ads despite paying for premium,3,female,"Melbourne, Australia",2019-07-16
gen_33adc391,* This latest update is causing problems with listening to full songs - it's not user-friendly at all,3,male,"Berlin, Germany",2015-08-20
gen_c49df1b5,Here are the paraphrased comments:,3,male,"Kumasi, Ghana",2016-11-22
gen_70d08382,Could use some tweaks to make it better,3,male,"Santa Cruz, Bolivia",2018-05-10
gen_14059944,I'm frustrated that this app keeps suggesting podcasts I've unsubscribed from - a feature that lets me choose what I want to listen to would be awesome!,3,male,"Oslo, Norway",2014-12-01
gen_d75a222b,"The app is experiencing issues, as whenever I try to access Spotify, it crashes and stops playing music",3,male,"Lisbon, Portugal",2015-11-07
gen_5c271a91,"While it's decent, the playlist functionality could use some improvement, especially with songs out of order and no repeat play option",3,male,"Riyadh, Saudi Arabia",2016-07-06
gen_b9622dbb,"It's satisfactory, but it falls short in a couple areas",3,male,"Medellín, Colombia",2018-06-20
gen_424f2d35,Here are the paraphrased comments:,3,female,"Buenos Aires, Argentina",2018-12-11
gen_e35c644b,"I've been forced to downgrade my rating due to this new ""Create"" button placement, which is a step backward from its previous position in Library",3,male,"Casablanca, Morocco",2016-11-07
gen_ca56cb59,"This app is okay, but it's frustrating that the ""create"" button now takes up space where Library used to be",3,male,"Santa Cruz, Bolivia",2018-11-05
gen_f74ad34e,"It's annoying that the developers have relocated the ""create"" button and made AI features mandatory, making it harder to navigate",3,male,"Brasília, Brazil",2018-10-31
gen_1ea3b7aa,"I'm disappointed with the new placement of the ""create"" button, which is redundant and has disrupted my usual workflow",3,male,"Busan, South Korea",2016-05-12
gen_da6f8c28,"The latest update has caused me frustration with its buggy performance, especially considering I'm paying for this app",3,male,"Brasília, Brazil",2018-09-05
gen_bf196d2f,"Unfortunately, despite being a paid service, the app still suffers from significant bugs after 10 years",3,male,"Tokyo, Japan",2016-05-12
gen_da246932,I've had to lower my rating due to the app's subpar performance and the introduction of unnecessary features like AI,3,female,"Suva, Fiji",2019-09-14
gen_92f963dc,"For an app that costs money, it's disappointing that it still has so many issues with songs changing unexpectedly",3,male,"Paris, France",2015-01-11
gen_55096a61,"The new placement of the ""create"" button is a misstep, making it harder for me to use the app as I prefer",3,male,"Guadalajara, Mexico",2017-08-13
gen_c630ab93,Here are the paraphrased comments:,4,female,"Lima, Peru",2015-11-25
gen_01949a5e,"* The app itself is great, but I've noticed an annoying issue: when I reopen it while listening to music in the background, my entire playlist gets reset and I have to start over from scratch. Edit: Even reinstalling the app didn't fix this problem",4,female,"São Paulo, Brazil",2015-11-21
gen_0263b319,"* It's a decent app that deserved 5 stars, but unfortunately, it falls short of expectations",4,male,"Houston, United States",2015-02-20
gen_f013192d,"* I think the app is solid, no complaints here",4,male,"Arequipa, Peru",2015-07-30
gen_d2e54d1e,* The latest update has really let me down - it's been a major disappointment!,4,male,"Manchester, United Kingdom",2012-01-27
gen_e7f2a63e,* I wish there were fewer ads in the app to make it even better,4,female,"Canberra, Australia",2016-02-21
gen_a477bdad,Here are the paraphrased comments:,4,female,"Queenstown, New Zealand",2016-10-18
gen_898e3f1d,The app keeps freezing and shutting down on my IQOO Neo 7 mobile device,4,male,"Hamburg, Germany",2012-08-21
gen_71373f15,"I'm having trouble playing music while using the app, specifically ""Pure Souls"" by Kanye West, as it closes right away",4,male,"Rome, Italy",2012-08-13
gen_db263087,"It's a great start, really impressive so far!",4,male,"Phoenix, United States",2015-04-13
gen_86f5568d,"While this is an excellent promotional tool, it still can't compete with SoundCloud and the audio compression is too aggressive",4,male,"Barcelona, Spain",2012-08-13
gen_27fb653e,"Unfortunately, I've noticed that it doesn't work smoothly on my Samsung 3 Chromebook",4,female,"Canberra, Australia",2016-09-17
gen_2235a055,Just started using it and I'm loving every bit of it!,4,male,"Nairobi, Kenya",2013-10-04
gen_94e7fd34,"It's been a fantastic experience so far, very enjoyable",4,male,"Alexandria, Egypt",2014-04-04
gen_83d76bb0,"This app has its issues, but overall, it's still an effective promotional platform, just like SoundCloud - only with better compression would be ideal lol",4,male,"Vienna, Austria",2012-07-08
gen_53a71ef7,"My Samsung 3 Chromebook seems to have trouble running this app consistently, I hope that gets fixed soon",4,female,"Caracas, Venezuela",2015-11-11
gen_292b36cb,Here are 10 paraphrases of the original comments while keeping exactly the same sentiment:,4,male,"Casablanca, Morocco",2014-01-16
gen_75b68ce3,"The app is pretty good, except for the annoying ads and the paid song downloads",4,female,"Auckland, New Zealand",2016-10-15
gen_5a308c4d,"I gave this app a 4-star rating in the past, but now it's not working as smoothly as before - it won't transfer music to my earbuds",4,male,"Boston, United States",2015-02-09
gen_87ce9bbe,This app really shines with its great features!,4,male,"Hong Kong, China",2013-06-23
gen_28853dff,"My live streaming experience has been a bit choppy lately, which is frustrating",4,male,"Phoenix, United States",2015-04-06
gen_e478c6bb,The advertisements are quite bothersome and I'm disappointed that I have to pay for song downloads,4,male,"Denver, United States",2014-10-12
gen_c2077de8,"In the past, this app deserved 4 stars, but recent issues have held it back - music transfers stall and loading times are slow",4,male,"Arequipa, Peru",2015-09-26
gen_1ee009c0,This app has some wonderful aspects!,4,male,"Guangzhou, China",2013-08-22
gen_911df44b,My live streaming hasn't been as smooth lately; there seems to be an issue with buffering or something,4,male,"Valparaíso, Chile",2015-07-11
gen_6873b00d,The ads can be a bit much sometimes and I'm also put off by the paid song downloads feature,4,male,"Quito, Ecuador",2015-09-06
gen_c9790cb8,Here are the paraphrased comments:,4,female,"Auckland, New Zealand",2016-05-31
gen_19d15fd2,* supper -> Really satisfied with this app!,4,female,"Perth, Australia",2016-10-16
gen_0e0efe58,* This app is perfect for those who is looking for multi language song.... -> Great option if you're searching for songs in multiple languages,4,male,"Nairobi, Kenya",2014-03-17
gen_6525b995,* nice -> Quite pleasing to use,4,male,"Amsterdam, Netherlands",2011-12-11
gen_bedf3b4f,"* remove the create thing on the navigation bar -> Could you please get rid of the ""Create"" option from the top menu?",4,male,"Buenos Aires, Argentina",2015-08-19
gen_678e546f,"* bazı şarkılar yok, o da Spotify'ın suçu değil -> Not having some songs is actually not Spotify's fault",4,male,"Rome, Italy",2012-07-05
gen_de6b12ee,Here are the paraphrased comments:,4,female,"Christchurch, New Zealand",2016-08-31
gen_2a30f612,Absolutely delighted with it,4,male,"Cape Town, South Africa",2014-01-18
gen_0420e33a,"Spotify should be able to cover their costs without charging for playlists, considering they already have a subscription model",4,female,"Montevideo, Uruguay",2015-11-20
gen_ab03df84,"Fantastic app! The new voice DJ feature is incredibly enjoyable and really brings me closer to the music. One minor drawback is that sometimes my liked songs don't play immediately - I need to go to song radio for it to work, but it's not a deal-breaker",4,male,"Paris, France",2012-10-06
gen_3f87864a,Too many ads are getting on my nerves,4,female,"Wellington, New Zealand",2016-04-03
gen_37722e5e,Really like this one!,4,male,"San Diego, United States",2014-11-18
gen_4de258fa,Here are the paraphrased comments:,4,male,"Stockholm, Sweden",2012-03-05
gen_55485ad1,"* Spotify's great for music, but without Premium, the experience falls short",4,male,"Edinburgh, United Kingdom",2012-07-05
gen_0909b1c5,"* Initially, there were issues with interruptions; nowadays, the app often fails to start playing the selected track",4,male,"Manchester, United Kingdom",2012-07-27
gen_705a8dc6,"* While I enjoy this app, the ads can be really annoying on the sports version",4,male,"Alexandria, Egypt",2014-06-27
gen_93587366,"* Unfortunately, with each update, the app gets worse and the free features are diminishing",4,male,"Abu Dhabi, United Arab Emirates",2013-07-13
gen_ffaf153f,"* When sharing links on X, the album cover or title doesn't display properly, showing only a link instead",4,male,"Vienna, Austria",2012-09-14
gen_87d70590,Here are the paraphrased comments:,4,male,"Dublin, Ireland",2012-05-20
gen_b9050b34,Excellent!,4,female,"Nadi, Fiji",2016-03-07
gen_febb1237,"Unfortunately, despite giving 4 stars based on past experience, this app has been underperforming lately. The music transfer feature doesn't work as expected, and the audio continues to play even though nothing is audible",4,female,"Christchurch, New Zealand",2016-11-07
gen_ae54b018,Altamash here,4,male,"Salvador, Brazil",2015-06-21
gen_faa1f4b8,The library offered by this platform is thoroughly impressive in terms of its size and diversity,4,female,"Perth, Australia",2016-10-16
gen_51014e3c,"I'm a huge fan of Spotify overall, but sometimes it can be frustrating when there are too many ads interrupting my listening experience, especially those in foreign languages",4,female,"Sydney, Australia",2016-08-21
gen_8152b6d7,Really pleased with the app!,4,female,"Perth, Australia",2016-08-12
gen_616d1dca,"Based on past experiences, I'd give 4 stars, but this week's performance has been subpar. The music transfer feature isn't working properly, and the audio player is slow to load both on PC and mobile devices",4,male,"Bali, Indonesia",2013-06-16
gen_b500243d,Hi Altamash,4,male,"Mumbai, India",2013-04-05
gen_877ee878,This platform's library is more than sufficient for my needs,4,male,"Houston, United States",2015-04-23
gen_589b7782,Here are 10 paraphrased comments with exactly the same sentiment:,4,male,"Los Angeles, United States",2014-12-17
gen_68b66d36,Absolutely fantastic 😊😊😊,4,male,"Los Angeles, United States",2014-11-10
gen_394f15c4,"Exceptional, I must say",4,male,"Tripoli, Libya",2013-11-14
gen_b10dc392,Spotify is top-notch and sounds great too; it would be even better if they added a feature to identify songs playing in the background or improved voice search functionality,4,female,"Suva, Fiji",2016-09-19
gen_25635359,Lovely,4,female,"Brasília, Brazil",2015-12-22
gen_6bdcdda5,The ad issue is really annoying,4,male,"Quebec City, Canada",2014-09-23
gen_03432f2d,This app exceeds my expectations!,4,male,"Guadalajara, Mexico",2014-11-05
gen_0709cffe,"Superb, love using it daily",4,male,"Shenzhen, China",2013-05-01
gen_f339dbd7,"Not bad at all, quite pleased",4,male,"Harare, Zimbabwe",2014-06-13
gen_8e5f04ec,The only problem I have is with the ads,4,male,"Marseille, France",2011-12-10
gen_fa6c3bf3,Here are the paraphrased comments:,4,male,"Denver, United States",2015-01-27
gen_9ba21e77,"The app has its good points, but could do with fewer ads",4,male,"Marrakesh, Morocco",2014-05-02
gen_fcf4d2d9,"Occasionally, when you want to listen to a song again, it suggests upgrading to the premium version instead of playing it directly",4,male,"Singapore, Singapore",2013-02-17
gen_2dd22b76,This music app has a fantastic selection of songs and is really enjoyable to use,4,male,"Amsterdam, Netherlands",2011-12-18
gen_33ea647d,I'm thoroughly impressed by this application – it's top-notch,4,male,"Singapore, Singapore",2012-11-24
gen_5af2b3d6,"Although YT Music might have an edge in some areas, I still find this app quite satisfying and enjoy its features",4,male,"Seville, Spain",2012-08-13
gen_9ce5c71e,Here are the paraphrased comments:,4,male,"Mexico City, Mexico",2014-08-10
gen_b1251851,This app will be a game-changer for managing my depression,4,male,"Taipei, Taiwan",2012-12-02
gen_b5f9c3e1,The only drawback I've found is the excessive number of non-skippable ads and limited skip options,4,male,"Lagos, Nigeria",2013-09-28
gen_18c17342,The app lets me play all my favorite music without any issues,4,female,"Suva, Fiji",2016-04-28
gen_51602991,"Unfortunately, it's not stable when connected to Alexa, as it keeps freezing up",4,male,"Los Angeles, United States",2014-08-11
gen_83f769b9,"If you could implement a feature that picks up where I left off in my old playlist, it would be perfect",4,male,"Beijing, China",2013-01-07
gen_93026952,This app has been a lifesaver for coping with depression,4,male,"Munich, Germany",2012-07-07
gen_c69581f2,One thing holding me back is the annoying non-skippable ads and limited skips available,4,male,"Amsterdam, Netherlands",2012-06-26
gen_803490a3,The app plays all my music without any problems,4,male,"Jacksonville, United States",2014-12-22
gen_298eb396,"Unfortunately, there's a glitch when using Alexa integration, causing it to crash frequently",4,female,"Cali, Colombia",2016-02-11
gen_11845bc7,Here are the paraphrased comments:,4,male,"Johannesburg, South Africa",2014-01-31
gen_ac3d3a18,"The AI DJ has really improved, I'm a huge fan now",4,male,"Barcelona, Spain",2012-10-30
gen_ea3f3c0a,This app brings me such relief,4,male,"Boston, United States",2014-11-11
gen_57444faf,"It's not bad, but it's definitely one of the best music apps out there - although, it does have one drawback: it often plays its own songs too, which isn't my favorite thing",4,male,"Nairobi, Kenya",2014-05-15
gen_51724988,"If you love music, this is a game-changer! I'm absolutely blown away by how clever and innovative this app is",4,male,"Kumasi, Ghana",2013-12-10
gen_304115f6,This app has been a total lifesaver for me; its algorithm is so intelligent that it can actually understand my musical tastes and make great recommendations,4,male,"San Antonio, United States",2014-10-21
gen_6bff26ed,This app is incredibly useful - it really gets the most out of your song collection,4,male,"Tokyo, Japan",2013-03-30
gen_76c2660f,"I'm absolutely loving the new features on this app, they're making it even more enjoyable to use!",4,male,"Munich, Germany",2012-05-30
gen_d4776457,This app has been a revelation for me; its ability to learn my preferences and suggest new music is truly impressive,4,male,"Quito, Ecuador",2015-09-06
gen_2a559413,"The developers have done an amazing job with this app - it's intuitive, well-designed, and just plain fun to use",4,male,"Calgary, Canada",2015-02-25
gen_34cc4546,Here are the paraphrased comments:,4,male,"Abu Dhabi, United Arab Emirates",2012-12-13
gen_8b30af07,* This app is truly exceptional!,4,male,"Prague, Czech Republic",2012-05-04
gen_eb90134b,* Spotify's appearance could use a refresh to bring it up to its excellent standards; a modernized design would make it shine even more!,4,female,"Arequipa, Peru",2015-11-04
gen_31b5eda7,* Listening to music on this app has been a wonderful experience for me!,4,male,"Frankfurt, Germany",2012-10-24
gen_e605573f,* I'd greatly appreciate it if you removed the ads from the free version,4,male,"Salvador, Brazil",2015-06-21
gen_4735d5db,"* If you don't have premium, the app is basically useless – it's chock-full of ads and limitations that ruin the listening experience; however, with premium, it's an absolute gem!",4,male,"Chennai, India",2013-01-26
gen_979b0393,Here are the paraphrased comments:,4,female,"Brisbane, Australia",2016-04-06
gen_3519dd59,"* This app has really captured my heart, I adore it",4,male,"Abu Dhabi, United Arab Emirates",2013-03-18
gen_00318ac4,* It's super likable,4,male,"Alexandria, Egypt",2014-05-11
gen_16f99c30,"* Absolutely top-notch, thumbs way up!",4,male,"Montreal, Canada",2015-03-11
gen_ac4da976,"* The app is great, but the ads are a major turn-off for me",4,male,"Tel Aviv, Israel",2013-06-11
gen_d4486486,"* Five stars all the way for music lovers, except for one minor drawback - too many ads interrupting playback",4,male,"San Jose, United States",2014-08-19
gen_00c6b838,* Love this app to bits!,4,male,"Dar es Salaam, Tanzania",2014-06-06
gen_ebb5e183,"* Top marks from me, it's brilliant!",4,male,"Abuja, Nigeria",2013-11-14
gen_fc2fc7de,"* I'm completely smitten with this app, it's fantastic!",4,male,"Munich, Germany",2012-07-07
gen_bcc46513,"* It's really grown on me, and I love using it now",4,male,"Vancouver, Canada",2014-09-09
gen_581b6aa5,Here are the paraphrased comments:,4,male,"Chicago, United States",2015-02-03
gen_0fca6d90,"* It's great that this app shows multiple song versions at once, allowing you to easily identify which one you want to download during a search",4,female,"Brasília, Brazil",2015-11-18
gen_4046f506,"* My experience with Spotify has been seamless from day one, no issues or problems to report",4,male,"Accra, Ghana",2013-10-04
gen_042ca046,"* I adore Spotify immensely! 😊💗 I always listen to music in my free time and it helps me unwind completely. It's truly had a profound impact on my life, but unfortunately, I'm now limited by the need to pay for each song, which is why I'm giving it 4 stars. Still, I love it!",4,male,"Accra, Ghana",2013-10-27
gen_1c3f17f6,* This app Spotify has an amazing energy that really draws me in when I listen to music through it - it's helped me discover so many new songs that I never would have found otherwise,4,male,"Tripoli, Libya",2014-01-27
gen_064db8c1,* If only Spotify allowed users to mix and match different tunes to create their own unique melodies!,4,male,"Houston, United States",2014-07-29
gen_63cd1db6,Here are the paraphrased comments:,4,male,"Nairobi, Kenya",2014-04-16
gen_b0cf659c,"* I've been impressed with how much Spotify has grown over the years, especially when it comes to user engagement. That being said, making the library more customizable could really elevate the app",4,male,"Dallas, United States",2014-10-21
gen_e84699d8,* Take premium and enjoy the music – but let's get all the songs on board first!,4,male,"Chennai, India",2013-01-26
gen_1ea29520,"* The breaks between tracks are a bit excessive, but overall I'm loving Spotify – and it would be awesome if lyrics were available for most songs",4,male,"Warsaw, Poland",2011-12-26
gen_18eea6cb,* This app is an absolute delight,4,female,"Nadi, Fiji",2016-03-22
gen_41736375,"* For its features, I'd give Spotify 5 stars, but those pesky ads in-between listening do bring down the experience",4,male,"Stockholm, Sweden",2012-01-06
gen_46c93060,"* The growth of Spotify over time has been truly remarkable, particularly in terms of user interaction. I think adding more customization options to the library would really make it shine",4,male,"Algiers, Algeria",2013-12-20
gen_a7943c2d,"* We need all songs on premium, or else no point!",4,male,"Amsterdam, Netherlands",2011-12-18
gen_3c724eec,* With a few tweaks – like shorter breaks and lyrics for popular tracks – Spotify would be perfect,4,male,"Mombasa, Kenya",2013-12-08
gen_5c7547bd,* This app is an absolute joy to use!,4,male,"Tripoli, Libya",2014-01-27
gen_d674c33f,Here are the paraphrases:,4,male,"Stockholm, Sweden",2012-01-01
gen_5b4643c1,"It's passable, nothing wrong with it",4,male,"Rabat, Morocco",2013-09-27
gen_d5927a25,"The podcast option is an awesome touch, I loved that some podcasts included videos too!",4,male,"Madrid, Spain",2012-03-09
gen_69d0e712,This app has a lovely design and feel,4,male,"Abuja, Nigeria",2014-01-04
gen_7f1742da,Really top-notch!,4,male,"Kathmandu, Nepal",2013-03-12
gen_ca5e9c84,"I'm absolutely crazy about this app, but I do think the premium subscription fee is steep and it would be great if non-premium users could choose their own songs like premium users can, especially when you're trying to play a specific song that's not randomly selected for you",4,male,"Denver, United States",2015-01-02
gen_b6de0c5f,Here are the paraphrased comments:,4,male,"Jacksonville, United States",2014-12-22
gen_898b567c,"I would give it 5 stars if I weren't a long-time Spotify user, and still grieving over the loss of free access after the updates",4,male,"Santa Cruz, Bolivia",2015-07-12
gen_9688959c,This music app is absolutely fantastic!,4,male,"Lisbon, Portugal",2011-12-12
gen_be99e957,Be prepared for frequent ads if you don't upgrade to premium membership on Spotify,4,male,"Dublin, Ireland",2011-11-08
gen_e4fc606f,"Thumbs up, I really like it!",4,male,"Manchester, United Kingdom",2012-06-08
gen_00c9350e,"No doubt about it, Spotify's trying its best despite not offering me a premium subscription",4,female,"Santa Cruz, Bolivia",2015-11-07
gen_a8921387,Here are the paraphrased comments:,4,male,"Harare, Zimbabwe",2014-06-13
gen_511aae0d,"* I'm thoroughly impressed with this app, it's incredible!",4,female,"Wellington, New Zealand",2016-04-03
